Ground Truth,Language,Comments
Negative - Respond,Urdu,میں نے آئی فون لیا اور اس پر سٹریچز ہیں اور باکس بھی صحیح سے بند نہیں ہے
Negative - Respond,Urdu,دھوکہ کھا کھا کے اب دھوکہ محسوس بھی نہیں ہوتا 😠
Negative - Respond,Urdu,موبائل میں ہنگ ہوتا ہے، بہت بڑی غلطی
Negative - Respond,Urdu,کسی بھی چیز کی ضمانت نہیں، بہت بڑی بے کوالٹی
Negative - Respond,Urdu,ابو بچائیں ابو بچائیں باجوہ ابو بچائیں سندھ سے آتی ایک مظلوم لڑکی بلاول کی فریاد۔۔۔ 😂😂😂😂😂😂😂😂😂
Negative - Respond,Urdu,ھم قانون سے بالاتر ھیں کس مائی کے لال میں جرآت کے ھمیں ٹچ کرے ان رویوں کا مظاہرہ ھوا سندھ پولیس بچاری سو جوتے بھی کھا رھی اور پیاز بھی کیا بات کرتے ھو صاحب اس ملک پاکستان میں قانون کی گرفت صرف كمزور پر 😲😡
Negative - Respond,Urdu,کتنی مہنگائی ہے الو دوسو روپے درجن کدو 80روپے گز 😭😭😭 ISPR
Negative - Respond,Urdu,آرڈر دن میں حاصل کرلیا لیکن میں موبائل کی مہر کے بارے میں قدرے متفق ہوں کیونکہ وہاں دو عام اینڈ پی سیل موجود تھے جن میں سے ایک پہلے ہی کھلا تھا اور ان دونوں مہروں کے نیچے سیمسنگ نے ایک اور مہر لگا دی تھی کہ اگر مہر ٹوٹ گیا ہے تو یہ بات قبول نہیں کرتی ہے اور یہ ٹوٹ گیا ہے بیچنے والے کو یہ بھی ذکر کرنا چاہیے کہ وہ کون سا ماڈل فروخت کر رہے ہیں جس میں ایس اے اے ایف ڈی ڈی ایس ہے
Negative - Respond,Urdu,یہ مرے یا زندہ رہے ہمیں اس کی کوئی فکر نہیں  ہمیں فکر صرف اپنے فلسطینی بھائیوں بہنوں کی ہے
Negative - Respond,Urdu,ہنس ہنس کے وہ کرتے ہیں میرے پیار کی توہین میں کہتا ہوں مر جاؤں گا وہ کہتے ہیں آمین 😉
Negative - Respond,Urdu,خراب کیمرے، بہت بڑی مسئلہ
Negative - Respond,Urdu,تیرا اپنے بارے کی خیال اے کرائے دی کھوتی ناں ہووے تے😏😏
Negative - Respond,Urdu,میاں نواز شریف کے آنے کے بعد ہواؤں کا رخ تبدیل ہو چکا ہے اور ہر طرف سے خوشخبریاں ہی خوشخبریاں آ رہی ہیں ۔۔۔
Negative - Respond,Urdu,"جو لوگ مسلمانوں میں بے حیائی پھیلانے کے آرزو مند رہتے ہیں ان کے لئے دنیا اور آخرت میں درد ناک الله سب کچھ جانتا ہے اور تم کچھ بھی عذاب ہیں
نہیں جانتے"
Negative - Respond,Urdu,بہت برا تجربہ رہا وقت بہت کام ت
Negative - Respond,Urdu,پروڈکٹ کی معیاری کوالٹی نہیں ہے، پیسے ضائع کیے
Negative - Respond,Urdu,بالکل اچھا نہیں ہے سوچا تھا میگنیٹک لاکٹ ہوگا بوٹ یہ ایک ہی دفعہ ٹوٹ گیا نٹ گڈ
Negative - Respond,Urdu,پروڈکٹ میں ناکافی کوالٹی، بری سروس
Negative - Respond,Urdu,محترمہ آجکل ٹیکنالوجی کا زمانہ ہے یہی سروے آپ ٹیوٹر پر کر کے دیکھ لیں لگ پتہ جائے گا ۔۔
Negative - Respond,Urdu,کمپیوٹر میں وائرس تھے، بہت بڑی غلطی
Negative - Respond,Urdu,"Asusual Tipical Molvi
یہ مولوی پہلے سے ہی وڑا ہوا تھا
سیاسی حالات اور حقیقت پر مبنی بیان دے کر ساکھ بنائ ہوئ تھی"
Negative - Respond,Urdu,انتہائی مایوس کن تجربہ ہے اور میں خریداری سے مطمئن ہوں کیونکہ میں نے سوچا تھا کہ یہ مجھے سکون اور آسانی فراہم کریں گے اور یہ بالکل مایوس کن تھا اُن کے دھاگے تھوڑا سا استعمال کے بعد سامنے آنا شروع ہوئے اور یہ بالکل بیکار ہوگئے اور مل گئے پھٹا سن ہوا اور نا قابل برداشت
Negative - Respond,Urdu,"جب آپ ایک بار لیٹ جاتے ہیں تو اگلے کو ہلہ شیری ہو جاتی ہے اور آپ کو ہر بار پہلے سے زیادہ سخت احکامات ملتے ہیں ہر بار
۔۔
یہی کام سلمان اقبال کے ساتھ ہوا کہ اب کمپنی کہتی ہے نوازشریف کی تعریف کرواؤ۔
شعیب شاہین، شیر افضل مروت، رؤف الحسن، اعتزاز احسن ، لطیف کھوسہ وغیرہ کو پروگرام میں…"
Negative - Ignore,English,can you restore my broken heart 😈🖤💔❗😭
Negative - Ignore,English,😂😂😂😂😂😂😂😂😂😂😂
Negative - Ignore,English,Bro choose violence
Negative - Ignore,English,un-cereals the cereal
Negative - Ignore,English,can you unmade orange juice
Negative - Ignore,English,Did you ask him about being a next level slum lord?
Negative - Ignore,English,😂 Bru
Negative - Ignore,English,What's the use of building an empire if you can't take it to the grave after you die???
Negative - Ignore,English,Inefficient aliens
Negative - Ignore,English,We’ve never been to space?
Negative - Ignore,English,"""Selling for parts: don't low ball me, I know what i have"""
Negative - Ignore,English,😌😌😌😌
Negative - Ignore,English,Restore a used firework? 🧨
Negative - Ignore,English,"Hmmmmm, I saw a group of people with cameras  at the back of my house where I threw away some toilet cover related things, Mars or my*ss cover"
Negative - Ignore,English,Indian Adam Levine
Negative - Ignore,English,Moye Moye
Negative - Ignore,English,Its the titanic sub
Negative - Ignore,English,So that's where my folf disc landed...
Negative - Ignore,English,seducting
Negative - Ignore,English,Is the shade from the big light in the living room
Negative - Ignore,English,Oh great I have to listen to them talk about Ulta. Sephora is better anyways
Negative - Ignore,English,cake😂😅
Negative - Ignore,English,can u restore a broken heart?
Negative - Ignore,English,just blow the car.....Stay hard soldiers
Negative - Ignore,English,Haven’t you packed your dirty bags already ? KHAN ARAH HAY
Negative - Ignore,English,black horse female
Negative - Ignore,English,bipolar bear 😁
Negative - Ignore,English,Nasa you can do better
Negative - Ignore,English,Meanwhile me to my friend when I see him after 10 years: „You are as retarded as the day I found you“
Negative - Ignore,English,The object resembles a flying saucer that crashed on Mars.
Negative - Ignore,English,Say hi to the Flintstones when you see them
Negative - Ignore,English,Can’t control my feeli….😩👌
Negative - Ignore,English,😏
Negative - Ignore,English,The start of trashing up another planet
Negative - Ignore,English,You deserve everything you are getting. Disgusting woman.
Negative - Ignore,English,Mirza Plumber
Negative - Ignore,English,"Fortunately Bernie, your opinion is irrelevant."
Negative - Ignore,English,the milk to cereal ratio is absurd
Negative - Ignore,English,"Lies the rich tell, they are all from rich families."
Negative - Ignore,English,It's your choice to show how a gentleman would act and treat them equally fair as you would treat children. It's an opportunity to be a guide to a person to show how to be an adult and let them grow into great women. It's your opertunity to be a better person.
Negative - Ignore,English,Lmao other worldly Rivets
Negative - Ignore,English,I swear my teacher is in the background💀
Negative - Ignore,English,🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐🖐☝
Negative - Ignore,English,That not the car.. but if any off them is the driver i cant blame him
Negative - Ignore,English,I can't control my hasa😂
Negative - Ignore,English,How the ffffff
Negative - Ignore,English,*ur underpaid workers build ur empire
Negative - Ignore,English,This song so ass
Negative - Ignore,English,good 🥰🥰🥰
Negative - Ignore,English,why not cook in frying pan if you have them💀
Negative - Ignore,English,Islamic republic of Pakistan SubhanAllah
Negative - Ignore,English,her eye's difference
Negative - Ignore,English,HARDWORKING FRONT OF YOU 😜🥴😂
Negative - Ignore,English,🤣
Negative - Ignore,English,I have no idea what is this 😂
Negative - Ignore,English,Lies
Negative - Ignore,English,Be McDonalds bag next
Negative - Ignore,English,Slaves plz work longer hours so we can have more yachts.
Negative - Ignore,English,Then all of a sudden appears !
Negative - Ignore,English,My toxic trait is believing I could do this.
Negative - Ignore,English,*Daddy's emerald mine and $5 billion in subsidies from the government you claim to oppose
Negative - Ignore,English,"Today’s episode of, How do you know it’s true? “I read it on the internet, so it has to be true.”"
Negative - Ignore,English,Looks like a star trek model diorama
Negative - Ignore,English,dresssing😏
Negative - Ignore,English,Ain’t no way that rock was thoroughly cleaned
Negative - Ignore,English,😂😂🖐️👞👞🦓
Negative - Ignore,English,"""OHHH MY LEEG""😭"
Negative - Ignore,English,Can’t even hide in the comments 😭😭😭😭😭
Negative - Ignore,English,Big Mouth
Negative - Ignore,English,So big ........
Negative - Ignore,English,Rest in hell bro
Negative - Ignore,English,🌚🔥
Negative - Ignore,English,Over Pice 😂
Negative - Ignore,English,😯😯😯
Negative - Ignore,English,u r coronavirus or coro na virus
Negative - Ignore,English,Ego lifter
Negative - Ignore,English,My patience would disappear after washing the cereal
Negative - Ignore,English,the ratio of milk to cereal is the most concerning part
Negative - Ignore,English,I smell something fishy and unholy
Negative - Ignore,English,know this is a repost
Negative - Ignore,English,Who’s elephant 🐘 it this 😅😂
Negative - Ignore,English,Lemme out!!LET ME OUT!!!let me out  understands this comment heres a obvious reference too there song 'locked in the trunk of a car' as a child protective services survivor i can relate trust me they are worse than cops an mafia an cartel
Negative - Ignore,English,Yes & Santa came out of it too
Negative - Ignore,English,2 Glass Water 😂
Negative - Ignore,English,Can you unbake a cake
Negative - Ignore,English,What movie is this
Negative - Ignore,English,Untransfer Ronaldo from Real Madrid
Negative - Ignore,English,Might be asking for donations from Qatar.
Negative - Ignore,English,French Aunty
Negative - Ignore,English,Can you restore water that has been drank already 😏
Negative - Ignore,English,Imaging offering a person to go in front and you need to pay for your friends. Realising you could get it free 😂😂
Negative - Ignore,English,ooops i was waiting for a new glass from broken glass🤣
Negative - Ignore,English,Dollar general will be building there soon
Negative - Ignore,English,Yo they found the nazi’s duplicated ufo. Nazi in space
Negative - Ignore,English,Yes - the US should fully support Israel in the defense of its country.
Negative - Ignore,English,unmake mac n cheese 🧀
Negative - Ignore,English,Why is there chicken picture on corn flakes label?🤔
Negative - Ignore,English,huge😍
Negative - Ignore,English,"the guy with the cell 📱
😂😂 im going to ho viral making fun of this guy, the guy later😯😯😯"
Negative - Ignore,English,"I saw this on an episode of Dr Who, I think"
Negative - Ignore,Roman Urdu,khinzeer mullahs who cares
Negative - Ignore,Roman Urdu,i just said that bcoz muslims declare everybody yahoodi agent and qadiani
Negative - Ignore,Roman Urdu,tmhari megtivity hoi ha baki alhomdulillah sb dunia limits me heeen
Negative - Ignore,Roman Urdu,ap to agent lagty boht lifafy milty hn apko isi liye ap haq ada krty hn
Negative - Ignore,Roman Urdu,inshaallah zaror hum sab aik hai
Negative - Ignore,Roman Urdu,baap ka paisa with no jobs and no worries of future
Negative - Ignore,Roman Urdu,q ab january ko badnaam kr rhi hen dec to pehle hi badnam tha
Negative - Ignore,Roman Urdu,Allahhh g hmayy maaff krdayy🙏🙏😥😥
Negative - Ignore,Roman Urdu,isi dunya ki sb se powerful agency hy tm do number pathan kia muqabla kro gy
Negative - Ignore,Roman Urdu,Kitne bori LG rhii hy
Negative - Ignore,Roman Urdu,or kitne dino tk aise hi har din koi na koi maa baap rote rahenge apne beti ko khone k gum se or kitne maa baap apne betiyo k suraksha se darte rahenge? akhir kb tk humare sarkar koi kadam kyu nhi uthati??
Negative - Ignore,Roman Urdu,is cult mein kisi boht hi pyare ko kho dene k baad uski qaber pe phool rakhna b jurm hai west mein qaberisat se phool chura k un ko sale kr k ahmdi chanda dia karte hain takey ragister se naam na kut jaye
Negative - Ignore,Roman Urdu,ankhon kay neechay halkay bata rahay hain teri guzri raat ka afsana
Negative - Ignore,Roman Urdu,wo rutha is qadar ki ham mana na sake jate - jate use gale laga na saka ye unki nafrat thi ya meri mohobbat wo kabhi aye nahi or main kabhi bula na saka
Negative - Ignore,Roman Urdu,2 mint se ziada serious nh rehsakti😂
Negative - Ignore,Roman Urdu,hae hmara to har din hi eid hota hayap se bat kr li aor eid ho gai ï¿½
Negative - Ignore,Roman Urdu,Lakh di lanat India walo
Negative - Ignore,Roman Urdu,or dil krta h bnda sary kam chor kr un ka mehboob dhundh dy unko
Negative - Ignore,Roman Urdu,o ahmaq molvi manzor ki ye sakht nahi ghatya aur fohash zubaan hy ap abhi sakht naram k chakkar mn phansay hoe ho
Negative - Ignore,Roman Urdu,ya areeb krta Kya hy
Negative - Ignore,Roman Urdu,Hukomat Ki Na Ihli... Aur Shareef Brothers Ki Lalach..
Negative - Ignore,Roman Urdu,tw kaafir tera peo kaafir tera pura khandaan kaafir ooo churry trumpï¿½ï¿½ï¿½ï¿½
Negative - Ignore,Roman Urdu,kbhi meray sath khelo phr tmhy pata chly har kaisi hoti
Negative - Ignore,Roman Urdu,kia cheez ho aap log
Negative - Ignore,Roman Urdu,halala wale tu humkona bta jab gyan nhi toh bhaunk bhi mat tu ye bta apne chacha ki aulad hai ya mohalley ka koi halalebaaz tha tera baap
Negative - Ignore,Roman Urdu,meri bari kb Y ge?  Ap sy gift lainy k lea dil bytab hy
Negative - Ignore,Roman Urdu,ghr sy niklaty sbha thi ..susral gaye to andheraa tha
Negative - Ignore,Roman Urdu,bohat khatanak bemari ha bhai ye
Negative - Ignore,Roman Urdu,bhai main bhi bahut chhota hoonï¿½
Negative - Ignore,Roman Urdu,Mere sat bhi buhat batamize kare thi Police wale nay mujhe kamzor samjh k jahil hote hay
Negative - Ignore,Roman Urdu,kis ny latkana ha apki government h bysharam batyn ee krty rahogy
Negative - Ignore,Roman Urdu,Must be Holyday. Ganja and party mulk dushman hain.
Negative - Ignore,Roman Urdu,wesy main pti ka supporter hun lekin is main sida sidha shabaz shrif ko badnam kia gaya haymain yeh nai kehta k us nay sharab nai pee lekin is baaat ki surety hay k yeh table shabaz sharif ka nahi hay wo pictures banany aaaya tha
Negative - Ignore,Roman Urdu,has ly has ly jab aap ko ho ga tab main pocho ge ï¿½
Negative - Ignore,Roman Urdu,ghus k phat jaonga
Negative - Ignore,Roman Urdu,"just the ten thousandth ""isolated"" instance of christian /jewish/hindu/ahmedi places of worship being attacked by crybabies who themselves can't handle some nutcase burning a book full of fiction stories "
Negative - Ignore,Roman Urdu,president bajwa or ahmdiya bajwa will be thrown out?
Negative - Ignore,Roman Urdu,jab yahodi laobi karwa rahi ha sab kush usa b by bas ha tu pakistan ki kia oqaat ha usa k aghy
Negative - Ignore,Roman Urdu,hnn yh to mujhy ptaa hi nh tha
Negative - Ignore,Roman Urdu,"still ""azaadi e sahaft khatray main hy"" "
Negative - Ignore,Roman Urdu,hn ye bhi sai kaha iski halat aysi hoti hy wese bhi sardii meinï¿½ï¿½
Negative - Ignore,Roman Urdu,Mere Nabi jaisa hai ee koii nii Tere babay ta sha ee koii nii....
Negative - Ignore,Roman Urdu,en jysy logo ko har chez mai illuminati or yahoodi sazish nazar ati ha jab kisi or religion ki insult hoti us waqt yh khush hoty ajeeb
Negative - Ignore,Roman Urdu,ye kon sa naahta hy sbha nikli or sham me pohchi hy
Negative - Ignore,Roman Urdu,ab khel jame ga is the best #anthem of #psl #alizafar
Negative - Ignore,Roman Urdu,kya ab dish py ptv sports dekh sakhy gy kya method ho ga?
Negative - Ignore,Roman Urdu,chly phr muh sedha kry ap bhiï¿½
Negative - Ignore,Roman Urdu,Wo kun. Mujhe to koi manhooss yad a gya. U know kon
Negative - Ignore,Roman Urdu,u haven't control on ur hand what r u texting mujhe toh aappe taras aa rha hai seriously so much hate for shehnaaz u have i want to tell u one thing jinke name prr aap ne apni id bnayi hai atleast unke bare mein soch k tweet krte they respect the girls nd u disgusting tweetï¿½ï¿½
Negative - Ignore,Roman Urdu,Jhoott.. Sb jhootay hain...
Negative - Ignore,Roman Urdu,lo g ya kaya baat hoi bhala
Negative - Ignore,Roman Urdu,like seriously ap b sid ke fan ho gy omg sid hai hi aisa sb fan ho jaty haters tk praise kiye bna ni rehtyï¿½
Negative - Ignore,Roman Urdu,hahahahahaha mian sb malike kul is party k
Negative - Ignore,Roman Urdu,lekin mai de rha hu na bhauknepuri raat bhaunk joe joe se bhaunkapni puri kutti family ko le aa bhaukne ke liyeitni aasani se mai bhi na jaane dunga
Negative - Ignore,Roman Urdu,saree dunya koo pata ha Chursee ha woe
Negative - Ignore,Roman Urdu,dekh lo ap log ik k joke ko b itna serious letay ho its mean ik brand ha
Negative - Ignore,Roman Urdu,jii bajii hum to khobsurt lg he rhy hain but allah qsm ap manhoss lg rhii🙊👊😂😂
Negative - Ignore,Roman Urdu,Azad Taxi like Nani420😂😂😂
Negative - Ignore,Roman Urdu,bhai mtlb pr kuch content ni tha is week toh faltu ki baatein utha rhe h yr ab aese mazaak ni krenge toh kaise krenge bc
Negative - Ignore,Roman Urdu,tu cycle pe jawhi teri aukat hai
Negative - Ignore,Roman Urdu,muhala ka bacha kharab Karna wali aunty 😂
Negative - Ignore,Roman Urdu,rt : allah toh qareeb hi hota hai door toh hum chale jate hain
Negative - Ignore,Roman Urdu,Apkiii Kashish
Negative - Ignore,Roman Urdu,exchng ho ga tou status show hoga syani
Negative - Ignore,Roman Urdu,hahaha kbhi ihd ko hhi chla oyq kr
Negative - Ignore,Roman Urdu,ye ppp walay bohat kaam chor hain
Negative - Ignore,Roman Urdu,y to mt bolo celeb to tum ho
Negative - Ignore,Roman Urdu,teri bewafai ka gham tu nai par tu bewafa nikla gham ye b kam nahi
Negative - Ignore,Roman Urdu,yi nara ham pathanoo ny lagya ha ksi indian ny nahi lagya sahi ha khanzeer k bachy or yi nara bilkul sucha nara ha
Negative - Ignore,Roman Urdu,yr mt kro na ye sbplz bdi muskil se sb thik hua hnd ap fir vhi kr rhe hoplz esa mt kro yarï¿½ï¿½ abhi jo hmari takat h fir vhi hmari kmjori bn jayegi esa krneso dhyan rakho yrplzzï¿½ï¿½ï¿½
Negative - Ignore,Roman Urdu,allied health sciences waly students be kia ajeeb cheez hoty hain er main apko esy ghooraain gy jesy phly kbi kisi ko dekha ni haiand when you ask them for helpahhh they feel so important i have heard their gossipsomg
Negative - Ignore,Roman Urdu,ï¿½ab rony na lg jana is lye chly ap ki khushi k liye keh deta hu k ap ny phly follow kiya
Negative - Ignore,Roman Urdu,achaww ab aap bhi aese kahain geeï¿½ï¿½ï¿½
Negative - Ignore,Roman Urdu,mathira ana zra 😂😂astghfar 😂
Negative - Ignore,Roman Urdu,rawalakotiyon ko tri maa ka yaar smja jata ha pata ha mujeï¿½
Negative - Ignore,Roman Urdu,"danish death is the most logical end mehwish ko maaf kr deta to Ã°Ã¿ËœÅ“ halala k zarorat the lol ""talaq hogye the mazaq nhe tha"" hmre molvi hazrat naraz hote hania k sath shadi hojati tu Ã°Ã¿Ëœï¿½ tu hota k ek mard ghalati maaf h nhe kr ska desi feminist naraz hoti #merepaastumho "
Negative - Ignore,Roman Urdu,Babu k jhaant me chingari lg kr aag lagay gi
Negative - Ignore,Roman Urdu,tu jahil phle ptm ka zikr krta na post koi aur ha aur tu kuch are thok raha ha u need weed
Negative - Ignore,Roman Urdu,yahoodi aor masehi dono ki alag alag baible hai
Negative - Ignore,Roman Urdu,i hate going to dawats now bc the only thing aunties talk about is getting me married
Negative - Ignore,Roman Urdu,da. dam. nasal. dai. 😂😂😂
Negative - Ignore,Roman Urdu,pasy un k zaya hoe han ap k to nhi na jo itna bharak rhy hoï¿½ï¿½
Negative - Ignore,Roman Urdu,Mujy to ye Modi ki nahosat lag rahi hi.
Negative - Ignore,Roman Urdu,khan sahib laton ke bhot baaton se nai manty jab tak koi ekshan nai lo ge ye asy nai many ge choty bary sab afsraan miky huwy hen
Negative - Ignore,Roman Urdu,kuch zyada he over ho raha hai pagal
Negative - Ignore,Roman Urdu,ye chutiya myth hi faila raha hai
Negative - Ignore,Roman Urdu,100 insaan martey hein to mar jaeen laikin larki ko nanga dekh liya to qayamat ajaye geee
Negative - Ignore,Roman Urdu,is gareeb unti ko dress to dila do ye 😂😂
Negative - Ignore,Roman Urdu,kia kiya h is nyq arrest kia
Negative - Ignore,Roman Urdu,haha ye choti baat krdi inho ne
Negative - Ignore,Roman Urdu,ye tu ap ny start kiya hai ab ap hi waha sy check kar k bataiy?ï¿½
Negative - Ignore,Roman Urdu,january sa itna masla hai sab ko;(
Negative - Ignore,Roman Urdu,o ha main to madarchod plus bahanchod hoon tu nikal le ab
Negative - Ignore,Roman Urdu,dinosaur ka gosht to mil hi nahi raha market main
Negative - Ignore,Roman Urdu,baki sab thek tha ba non ka izafa thaï¿½ koe nae aesta aesta seekh jaye gy ap b ï¿½
Negative - Ignore,Roman Urdu,"Earthquake sy zameen hilti hy,log nahi hilty, wo ussi tarah beyiman hain, jhoot bolty hain,Political Ldrs ko tu ehsas bhi nahi"
Negative - Ignore,Roman Urdu,tum sunaoï¿½ï¿½
Negative - Ignore,Roman Urdu,arrryï¿½ or ye amna chawal lg rhi ha na
Negative - Ignore,Roman Urdu,beshak qaymt qreb ha🥺🥺
Negative - Ignore,Roman Urdu,chechory log
Negative - Ignore,Urdu,بیکار خاندان
Negative - Ignore,Urdu,ان لوگوں کو کبھی ایمانداری کا احساس نہیں ہوتا۔
Negative - Ignore,Urdu,لیکن لاہور کے ضمنی الیکشن میں کیا ہوا تھا، کیا آپ کو یاد ہے؟
Negative - Ignore,Urdu,اور میرے طرف سے تم پے تمھارے پورے ٹبر پے اور تمھارے سارے سپورٹرز پے دلی لعنت پیش کرتی ہوں ڈائن
Negative - Ignore,Urdu,اس جھوٹے دنیا کی سچائی کا پتہ کبھی نہیں چلے گا۔
Negative - Ignore,Urdu,ان کا رفتار کبھی بھی قابل برداشت نہیں ہوتا۔
Negative - Ignore,Urdu,ان کا رفتار بہت بہتری کے لائق نہیں ہوتا۔
Negative - Ignore,Urdu,ان کی باتوں پر غور کرنا بے فائدہ ہوتا ہے۔
Negative - Ignore,Urdu,خوبصورت لوگ تو یہ ہیں بس😁
Negative - Ignore,Urdu,رسیلی چیز ہے جی 😜😜😜😜😜😜😜😜
Negative - Ignore,Urdu,خود سے بناؤ چارٹس ہاہاہاہا
Negative - Ignore,Urdu,چول گیری پرو میکس
Negative - Ignore,Urdu,ان کی منفی باتوں پر غور نہ کریں، وہ صرف دھوکہ دہی کے لئے ہیں۔
Negative - Ignore,Urdu,ان کے اعتبار نہ کرنے کی بہترین سلیقہ ہوتی ہے۔
Negative - Ignore,Urdu,"لگتا خالی جگہ پر کنڈکٹ کیا ہے سروے،
 ماشاءاللہ جھوٹ اور وہ بھی منہ پر یہ پڑے ہیں سارے عوامی سروے جہاں عمران خان 70٪ سے لیکر 90٪ تک ووٹ کا مالک ہے 
  تمہارے سروے کی اتنی ہی اہمیت ہے جتنی ن لیگ میں شوباز شریف کی۔ نا تم صحافی ہو نا خاتون اول نا یو ٹیوبر ہو نا ٹک ٹاکر سمجھ نہیں آ رہی…"
Negative - Ignore,Urdu,یہ جو کالا کوٹ ہے میاں تیرا ووٹ ہے
Negative - Ignore,Urdu,ان کی زندگی بے معنی ہوتی ہے۔
Negative - Ignore,Urdu,ایسی بیکار باتوں کا جواب دینے کی کوئی ضرورت نہیں۔
Negative - Ignore,Urdu,ان کی باتوں کو سننے کی کوئی ضرورت نہیں۔
Negative - Ignore,Urdu,ان کے اندر کا کوئی اچھا خواب کبھی سچ نہیں ہوتا۔
Negative - Ignore,Urdu,ان کے دل میں کبھی ایمانداری کی جگہ کوئی جگہ نہیں ہوتی۔
Negative - Ignore,Urdu,ان کے دل میں کبھی اچھائی کی جگہ کوئی جگہ نہیں ہوتی۔
Negative - Ignore,Urdu,عربیوں کی سویٹ ڈش
Negative - Ignore,Urdu,مولوی۔برائے۔ فروخت#
Negative - Ignore,Urdu,یہاں صرف بے اخلاق اور بے حیائی کی چیزیں ہوتی ہیں۔
Negative - Ignore,Urdu,بندہ سہاگ رات کی فوٹو شیر کرلیں تو صواب زیادہ ملتا ہے
Negative - Ignore,Urdu,نے کلو انڈے اور درجن الو ۔ ٹماٹر کا ریٹ تو بتا دیا لیکن یہ بتانا بھول گیا کہ کیلے کتنے روپے فُٹ ہیں 😂😂😂
Negative - Ignore,Urdu,ان کا رفتار کبھی بھی انسانیت کے قابل نہیں ہوتا۔
Negative - Ignore,Urdu,یہاں فضول لوگوں کی بھرمار ہوتی ہے۔
Negative - Ignore,Urdu,بغیر ت قسم کے لوگ ہیں
Negative - Ignore,Urdu,سرِ طُور ہو،سرِ حشر ہو،ہمیں اِنتظار قبول ہے وہ کبھی مِلیں،وہ کہیں مِلیں، وہ کبھی سہی،وہ کہیں سہی شب بخیر 💕
Negative - Ignore,Urdu,ان کی باتوں کو کبھی سننے کی بھی ضرورت نہیں۔
Negative - Ignore,Urdu,پاگل بڈھ
Negative - Ignore,Urdu,یہاں کبھی بھی امن و امان نہیں ہوتا۔
Negative - Ignore,Urdu,وقت نکال کے بس 1 بار شاہدرہ کا چکر لگائیں، میں بھی ساتھ ویڈیو بناؤں گا، اگر ن لیک کے زیادہ ووٹ ہوئے تو ہمارے گھر کے 8 ووٹ ن لیک کو
Negative - Ignore,Urdu,آپ کی پسند
Negative - Ignore,Urdu,ایک سروے عوام نے بھی کیا ہے آپ کی اس پوسٹ پر ۔ کامنٹس کی صورت میں ۔ پڑھ لیں
Negative - Ignore,Urdu,ان کا رفتار بہت ہی ناپسندیدہ ہوتا ہے۔
Negative - Ignore,Urdu,ایکسلیو اینڈ ایمپارٹنٹ
Negative - Ignore,Urdu,داغٹ سپی سہ کی
Negative - Ignore,Urdu,خریدہ نے سروے کروائی ہو، ن جیتی ہو اور ویڈیو بھی موجود نا ہو، جشن بھی نہیں تو سروے کی حقیقت بھی واضح ہے۔ یا آپ نے پی ٹی آئی کی جگی غلطی سے شاید ن لکھی ہوئی ہے
Negative - Ignore,Urdu,بے اہم اور بے لاگ آن لائن رائے
Negative - Ignore,Urdu,استغفراللہ
Negative - Ignore,Urdu,🔸امن وامان کےلئے فوج کی ایجنسی ہرصوبےکی پولیس کوگائیڈ لائن دیتی ہے اس وقت یہ لوگ مداخلت نہیں سمجھتے 🔸اسطرح یہ بھی گائیڈ لائن ہے کہ جرم ہو گیا۔کیس درج کرو 🔸لیکن اب زرداری کے لگائےحرام خور آئی جی اورپی پی کومداخلت لگ رہی ہے 🔸جب کرپشن کرتے ہیں تواسوقت یہ پولیس والےکہاں ہوتے ہیں
Negative - Ignore,Urdu,شادی نہ ہوا سیاپا ہو گیا....
Negative - Ignore,Urdu,#قوم_کا_فیصلہ_صرف_خان
Negative - Ignore,Urdu,ان کا دل اور اندر سب کچھ کالا ہے۔
Negative - Ignore,Urdu,ان کی باتوں میں کوئی اصلیت نہیں ہوتی
Negative - Ignore,Urdu,لانے ھو آپ پر اور آپ کے ما باپ پر
Negative - Ignore,Urdu,ان کے اعتبارات کبھی بھی قابل اعتبار نہیں ہوتے
Negative - Ignore,Urdu,مجھ سے بہتر اور ہوشیار لوگ ہیں جو ایسی بیوقوفیاں نہیں کرتے۔
Negative - Ignore,Urdu,ملک میں چوروں کاراج ہے
Negative - Ignore,Urdu,شغل لگا کے رکھو اور آخرت میں خود بھی لتر کھانا اور ہم کو بھی حسب توفیق مروانا
Negative - Ignore,Urdu,ان کے اعتبارات معمولیت سے بہتر نہیں ہوتے۔
Negative - Ignore,Urdu,ان کی بے اہم باتوں کو نظرانداز کریں۔
Negative - Ignore,Urdu,اپ جھوٹ نہیں بولتی ہمارے موبایل میں مسلا ا راہا ہوگا جس کی وجہ سے ہمیں یہ شو نہیں ہو رہا
Negative - Ignore,Urdu,"عمران خان جیسا ہے ہی کوٸی نہیں
.....اور مرزا تے شے ہی کوٸی نہیں"
Negative - Ignore,Urdu,غریدہ جی اتنے پاپڑ کیوں بیل رہی ہیں
Negative - Ignore,Urdu,ایام شہادت بی بی زھرا سلام اللہ علیہ۔۔۔۔ شرم تو ان کو اتی نہیں
Negative - Ignore,Urdu,بہت بُری طرح
